PC_Timestamp,Pico_Timestamp,Pressure,Temperature,Encoder_Degrees,steps
16:12:26.715,11358980359,103679.000,23.540,119253.492,37840
16:12:26.817,11359082364,103687.000,23.550,150537.766,37840
16:12:26.919,11359184358,103683.000,23.550,150539.484,37840
16:12:27.021,11359286364,103682.000,23.550,150539.484,37840
16:12:27.232,11359497349,103685.000,23.540,150539.484,37833
16:12:27.334,11359599363,103688.000,23.550,150551.219,37833
16:12:27.436,11359701364,103690.000,23.550,150552.141,37833
16:12:27.538,11359803361,103689.000,23.550,150552.141,37833
16:12:27.747,11360012353,103687.000,23.540,150552.141,37826
16:12:27.849,11360114361,103689.000,23.550,150552.141,37826
16:12:27.950,11360215361,103688.000,23.550,150564.719,37826
16:12:28.052,11360317359,103689.000,23.550,150564.719,37826
16:12:28.262,11360526344,103688.000,23.540,150564.719,37819
16:12:28.363,11360628364,103688.000,23.550,150575.844,37819
16:12:28.465,11360730356,103688.000,23.550,150577.297,37819
16:12:28.567,11360832360,103690.000,23.550,150577.297,37819
16:12:28.777,11361042346,103683.000,23.540,150577.297,37812
16:12:28.879,11361144355,103688.000,23.550,150588.031,37812
16:12:28.980,11361245367,103688.000,23.550,150589.891,37812
16:12:29.082,11361347363,103687.000,23.550,150589.906,37812
16:12:29.291,11361556343,103680.000,23.540,150589.891,37805
16:12:29.393,11361658365,103682.000,23.550,150600.734,37805
16:12:29.494,11361759355,103682.000,23.550,150602.516,37805
16:12:29.596,11361861359,103680.000,23.550,150602.516,37805
16:12:29.807,11362071348,103681.000,23.540,150602.516,37798
16:12:29.908,11362173356,103678.000,23.550,150613.906,37798
16:12:30.010,11362275364,103678.000,23.550,150615.109,37798
16:12:30.112,11362377357,103682.000,23.550,150615.109,37798
16:12:30.321,11362586345,103676.000,23.540,150615.094,37791
16:12:30.423,11362688360,103679.000,23.550,150625.188,37791
16:12:30.525,11362790354,103682.000,23.550,150627.562,37791
16:12:30.627,11362892359,103682.000,23.550,150627.672,37791
16:12:30.835,11363100348,103680.000,23.550,150627.641,37784
16:12:30.937,11363202364,103683.000,23.550,150639.078,37784
16:12:31.039,11363304356,103682.000,23.550,150639.078,37784
16:12:31.141,11363406353,103679.000,23.550,150640.297,37784
16:12:31.351,11363616354,103684.000,23.540,150640.297,37777
16:12:31.453,11363718372,103688.000,23.550,150651.906,37777
16:12:31.555,11363820354,103687.000,23.550,150652.938,37777
16:12:31.657,11363922358,103687.000,23.550,150652.938,37777
16:12:31.866,11364131348,103682.000,23.540,150652.906,37770
16:12:31.969,11364234361,103686.000,23.550,150664.719,37770
16:12:32.071,11364336357,103685.000,23.550,150665.531,37770
16:12:32.173,11364438359,103690.000,23.550,150665.516,37770
16:12:32.383,11364648352,103686.000,23.540,150665.516,37763
16:12:32.485,11364750367,103692.000,23.550,150677.234,37763
16:12:32.587,11364852356,103691.000,23.550,150678.094,37763
16:12:32.688,11364953356,103690.000,23.550,150678.094,37763
